"conversation_id_str,""created_at"",""favorite_count"",""full_text"",""id_str"",""image_url"",""in_reply_to_screen_name"",""lang"",""location"",""quote_count"",""reply_count"",""retweet_count"",""tweet_url"",""user_id_str"",""username"""
"1886564844779761777,""Mon Feb 03 23:58:04 +0000 2025"",""358"",""But seriously do you see what I see? https://t.co/InkqOwYYVG"",""1886564844779761777"",""https://pbs.twimg.com/media/Gi5suZEWQAAfm_U.jpg"","""",""en"","""",""4"",""31"",""9"",""https://x.com/teortaxesTex/status/1886564844779761777"",""192201556"",""teortaxesTex"""
"1886544075568111906,""Mon Feb 03 23:57:30 +0000 2025"",""1"",""@___Harald___ @comma_ai The DeepSeek Team is going to be so crushed when the word in the San Francisco street rankings are published."",""1886564704002486273"","""",""___Harald___"",""en"",""Hawai'i"",""0"",""0"",""0"",""https://x.com/breckyunits/status/1886564704002486273"",""10080782"",""breckyunits"""
"1886564639279919237,""Mon Feb 03 23:57:15 +0000 2025"",""0"",""Is the DeepSeek hype justified? https://t.co/IssbV4t1JM"",""1886564639279919237"","""","""",""en"",""Stamford, CT"",""0"",""0"",""0"",""https://x.com/rtehrani/status/1886564639279919237"",""5654932"",""rtehrani"""
"1885610121364996471,""Mon Feb 03 23:57:08 +0000 2025"",""0"",""@niconicodotai @deepseek_ai woew go"",""1886564608783049043"","""",""niconicodotai"",""en"","""",""0"",""0"",""0"",""https://x.com/BrexChain/status/1886564608783049043"",""1158414796515094528"",""BrexChain"""
"1886508534566883663,""Mon Feb 03 23:57:02 +0000 2025"",""0"",""@polynoamial @OpenAI DeepSeek is free and open source does the same and a bit better and without that infamous bias."",""1886564587308282016"","""",""polynoamial"",""en"",""𝕏 concentration camp"",""0"",""0"",""0"",""https://x.com/VIX2030/status/1886564587308282016"",""1247294828146307080"",""VIX2030"""
"1886564584397365697,""Mon Feb 03 23:57:02 +0000 2025"",""0"",""Pretty sure this isn't good &gt; #DeepSeek failed all safety tests responding to harmful prompts Cisco data reveals. New research found that DeepSeek s flagship R1 #AI model failed to block a single harmful prompt during a series of tests. https://t.co/LthgKZr5dw https://t.co/I3GadnH2Uu"",""1886564584397365697"",""https://pbs.twimg.com/media/Gi5sfffXUAAQhcm.jpg"","""",""en"",""Ankeny, IA"",""0"",""0"",""1"",""https://x.com/RonVokoun/status/1886564584397365697"",""179737940"",""RonVokoun"""
"1886564377035464999,""Mon Feb 03 23:56:12 +0000 2025"",""0"",""Well i tried to run Deepseek on my laptop with the lowest parameters... https://t.co/8DrKsMjC9g"",""1886564377035464999"",""https://pbs.twimg.com/media/Gi5sLe0a4AEy9ES.png"","""",""en"","""",""0"",""2"",""0"",""https://x.com/jokidz90/status/1886564377035464999"",""206132942"",""jokidz90"""
"1886522675465740390,""Mon Feb 03 23:56:06 +0000 2025"",""3"",""@Helder_Pinto92 Soon"",""1886564352645382321"","""",""Helder_Pinto92"",""en"",""The Grid"",""0"",""0"",""0"",""https://x.com/DeepSeekR1/status/1886564352645382321"",""1453877928920498177"",""DeepSeekR1"""
"1886564337700999536,""Mon Feb 03 23:56:03 +0000 2025"",""1"",""I don t understand the fuss about DeepSeek I tried a couple prompts and I couldn t execute them until I went back to ChatGPT"",""1886564337700999536"","""","""",""en"",""Luxembourg"",""0"",""0"",""0"",""https://x.com/AbouDobby/status/1886564337700999536"",""1687385888907571200"",""AbouDobby"""
"1886518491739795642,""Mon Feb 03 23:55:56 +0000 2025"",""0"",""@ChatGPTapp Still expensive Ill use @deepseek_ai instead"",""1886564309397807326"","""",""ChatGPTapp"",""en"",""Plano Piloto de Brasília, Brasília"",""0"",""0"",""0"",""https://x.com/juazito/status/1886564309397807326"",""1074407976"",""juazito"""
"1886564263616970811,""Mon Feb 03 23:55:46 +0000 2025"",""0"",""DeepSeek is open source positioning it as a potential catalyst for broader AI innovation."",""1886564266104295726"","""",""Automation404"",""en"","""",""0"",""0"",""0"",""https://x.com/Automation404/status/1886564266104295726"",""1704793988392218624"",""Automation404"""
"1886564263616970811,""Mon Feb 03 23:55:46 +0000 2025"",""1"",""DeepSeek claims to achieve high performance with significantly lower computational demands than other generative AI. This efficiency is a critical advantage for space applications where bandwidth and onboard processing power are limited."",""1886564265034674613"","""",""Automation404"",""en"","""",""0"",""1"",""0"",""https://x.com/Automation404/status/1886564265034674613"",""1704793988392218624"",""Automation404"""
"1886564263616970811,""Mon Feb 03 23:55:45 +0000 2025"",""0"",""China s DeepSeek AI signals faster path to space autonomy #Space #DeepSeek #spaceapplications https://t.co/Q3MfsfhlTe"",""1886564263616970811"",""https://pbs.twimg.com/media/Gi5sMfcXUAAkoqb.jpg"","""",""en"","""",""0"",""1"",""0"",""https://x.com/Automation404/status/1886564263616970811"",""1704793988392218624"",""Automation404"""
"1885610121364996471,""Mon Feb 03 23:55:45 +0000 2025"",""0"",""@niconicodotai @deepseek_ai Yeah"",""1886564261704687926"","""",""niconicodotai"",""en"","""",""0"",""0"",""0"",""https://x.com/hackerx78601/status/1886564261704687926"",""1718683437866106880"",""hackerx78601"""
"1886540194708644273,""Mon Feb 03 23:55:28 +0000 2025"",""1"",""Follow + Sol address + Repost"",""1886564192930685027"","""",""DeepSeek_solai"",""en"",""York, England"",""0"",""1"",""0"",""https://x.com/DeepSeek_solai/status/1886564192930685027"",""1723687487133118464"",""DeepSeek_solai"""
"1886533206188679576,""Mon Feb 03 23:55:21 +0000 2025"",""1"",""@at_war_ @EricTrump $MPUP First meme from Deepseek AI"",""1886564162027053296"","""",""at_war_"",""en"",""South Korea"",""0"",""0"",""0"",""https://x.com/foxandwildgoose/status/1886564162027053296"",""1438112052900364290"",""foxandwildgoose"""
"1886564117416435776,""Mon Feb 03 23:55:10 +0000 2025"",""0"",""Palantir advises clients against using DeepSeek's AI tech; forecasts upbeat 2025 revenue https://t.co/YqnoV2BsUY"",""1886564117416435776"","""","""",""en"",""Evil Mountain"",""0"",""0"",""0"",""https://x.com/lemonadekyouto/status/1886564117416435776"",""1584151258897580033"",""lemonadekyouto"""
"1886564114627022849,""Mon Feb 03 23:55:10 +0000 2025"",""1"",""Could #DeepSeek Accelerate The Age Of #AI Transformation? #cx #artificialintelligence #generativeai #data #cybersecurity #digitaltransformation #MWC2025 https://t.co/wkHIheV1L8 https://t.co/m7yxrtLosD"",""1886564114627022849"",""https://pbs.twimg.com/media/Gi5eWhoWAAEdzi8.jpg"","""",""en"","""",""0"",""0"",""0"",""https://x.com/AccessCX/status/1886564114627022849"",""1829231426673266688"",""AccessCX"""
"1886564094934966532,""Mon Feb 03 23:55:05 +0000 2025"",""93"",""Running Deepseek-R1 671B locally on $6000 CPU server: FP8 achieves 1.91 tokens/s with potential 5.01 tokens/s on DDR5 Inspired by @carrigmat 's work we explored running the Deepseek-R1 671B model on a CPU server: - CPU: AMD EPYC 7543 - RAM: 16 × 64GB Hynix PC4-25600 3200MHz https://t.co/8HeCOzaewP"",""1886564094934966532"",""https://pbs.twimg.com/ext_tw_video_thumb/1886563841506766848/pu/img/iuYa8y99pv5DK6iN.jpg"","""",""en"",""Cupertino, CA"",""1"",""1"",""18"",""https://x.com/tensorblock_aoi/status/1886564094934966532"",""1810857023829069826"",""tensorblock_aoi"""
"1886564012902756356,""Mon Feb 03 23:54:45 +0000 2025"",""31"",""DeepSeek is maximizing GPU utilization and now Akash will be more widely adopted. Think about Jevons paradox. The Jevons paradox states that as technology improves the efficiency of a resource the overall consumption of that resource tends to increase rather than decrease."",""1886564012902756356"","""","""",""en"","""",""0"",""1"",""3"",""https://x.com/yusoooop_/status/1886564012902756356"",""1777938714532225024"",""yusoooop_"""
"1886563956887806445,""Mon Feb 03 23:54:32 +0000 2025"",""1"",""Some people claimed DeepSeek was responsible for US stocks tumbling. What are those people saying today?"",""1886563956887806445"","""","""",""en"",""United Kingdom/ United States "",""0"",""0"",""0"",""https://x.com/AIGuy10085/status/1886563956887806445"",""1724355036577239040"",""AIGuy10085"""
"1886538119660318971,""Mon Feb 03 23:54:27 +0000 2025"",""0"",""@perplexity_ai Hopefully they won't bounce in your account asking about deepseek @AravSrinivas .."",""1886563934016000226"","""",""perplexity_ai"",""en"",""SDN"",""0"",""0"",""0"",""https://x.com/Ahmed_ebaya/status/1886563934016000226"",""722727180"",""Ahmed_ebaya"""
"1886563910750494731,""Mon Feb 03 23:54:21 +0000 2025"",""1"",""@FirstTake @NBAonTNT all due respect anybody think this was just a win win instead of the deepseek insights? LeBron gets a pg to teach lil bron and AD still get a shot at the finals? What a beautiful gesture on all fronts. Respect. "",""1886563910750494731"","""",""FirstTake"",""en"",""Providence, RI"",""0"",""0"",""0"",""https://x.com/VernonMart54913/status/1886563910750494731"",""1754498535221858304"",""VernonMart54913"""
"1886552273716711592,""Mon Feb 03 23:54:12 +0000 2025"",""1"",""@Unlearned_Hand I've tried using ChatGPT repeatedly to find places where patristic theologians discuss a given topic. Its responses are always confident and always wrong. In my initial exploration DeepSeek seems somewhat better in that it is at least sometimes not wrong."",""1886563872573931544"","""",""Unlearned_Hand"",""en"",""Woodinville, WA"",""0"",""0"",""0"",""https://x.com/smithkl42/status/1886563872573931544"",""24049129"",""smithkl42"""
"1886563827174543834,""Mon Feb 03 23:54:01 +0000 2025"",""1"",""DeepSeek might just be the most OP program in the world right now."",""1886563827174543834"","""","""",""en"",""England, United Kingdom"",""0"",""0"",""0"",""https://x.com/WaleXO_/status/1886563827174543834"",""964224090059038720"",""WaleXO_"""
"1886563807457165769,""Mon Feb 03 23:53:57 +0000 2025"",""6"",""Boost your Drupal site with DeepSeek AI! Integrate intelligent automation advanced search and personalized experiences using this open-source AI model. Learn more from Nitish Chopra s @nitishchpr insights: https://t.co/zxEzznrWPN #Drupal #AI #DeepSeek https://t.co/wuYHzVdkfL"",""1886563807457165769"",""https://pbs.twimg.com/media/Gi5ryPsXcAAVDsQ.jpg"","""",""en"","""",""0"",""0"",""0"",""https://x.com/thedroptimes/status/1886563807457165769"",""1459051554720436228"",""thedroptimes"""
"1886563659943411744,""Mon Feb 03 23:53:21 +0000 2025"",""1"",""Is my man wearing a backwards throwback OVER A SUIT?"",""1886563659943411744"","""","""",""en"",""Medina Worldwide | Kairi Lele"",""0"",""1"",""2"",""https://x.com/PapiGrego/status/1886563659943411744"",""19203954"",""PapiGrego"""
"1886563633586729430,""Mon Feb 03 23:53:15 +0000 2025"",""0"","" Threat actors .. taking advantage .. rise .. DeepSeek to promote 2 malicious infostealer packages .. Python Package Index (PyPI) .. named 'deepseeek' &amp; 'deepseekai' after the Chinese #AI startup developer of the R1 #LLM .. meteoric surge in popularity. https://t.co/7PhfPmx6tb"",""1886563633586729430"","""","""",""en"",""Washington, DC Metro Area"",""0"",""0"",""0"",""https://x.com/christinayiotis/status/1886563633586729430"",""1229675046"",""christinayiotis"""
"1886563628708397481,""Mon Feb 03 23:53:14 +0000 2025"",""1"",""At the end of the day the story about DeepSeek was just market manipulation. It just sucks that it happened a week before the tariff bullshit DeepSeek is a shitty product and nobody should be associated with it But the market has such a terrible knee-jerk reaction that https://t.co/QfgPSiAlAl"",""1886563628708397481"",""https://pbs.twimg.com/media/Gi5reMrXMAAmRYl.jpg"","""",""en"","""",""0"",""0"",""0"",""https://x.com/m4ckl/status/1886563628708397481"",""1744032466304684032"",""m4ckl"""
"1886563605568741467,""Mon Feb 03 23:53:08 +0000 2025"",""111"",""Three ways DeepSeek V3 shifts the curve : Architecture Parallelization and Quantization says @srush_nlp at the Simons Institute workshop on LLMs Cognitive Science Linguistics and Neuroscience https://t.co/jHjCxqN01H https://t.co/p1Cza6pELp"",""1886563605568741467"",""https://pbs.twimg.com/media/Gi5q3Q1a4AAG_n-.jpg"","""",""en"",""Berkeley, CA"",""0"",""4"",""21"",""https://x.com/SimonsInstitute/status/1886563605568741467"",""954510728181903361"",""SimonsInstitute"""
"1886461731599475010,""Mon Feb 03 23:53:08 +0000 2025"",""7"",""@justaddwatter If DeepSeek is Thunderlord what is Claude?"",""1886563604419248196"","""",""justaddwatter"",""en"",""The Moon"",""0"",""0"",""0"",""https://x.com/J__Ruth/status/1886563604419248196"",""2437501070"",""J__Ruth"""
"1886560487233741055,""Mon Feb 03 23:52:49 +0000 2025"",""2"",""@FinanceLancelot OAI Deep Research is 3x better than DeepSeek. O3 mini high is actually shockingly good. And nobody that actively uses OAI is going to switch to DeepSeek. The AI is already so good. It s about the UI now. Everyone s work flow training and memory is baked into OpenAI. It s like https://t.co/0nF0oUxikL"",""1886563524241187294"",""https://pbs.twimg.com/media/Gi5rhvla4AM9lWM.jpg"",""FinanceLancelot"",""en"","""",""0"",""0"",""0"",""https://x.com/beistnormie/status/1886563524241187294"",""1576094118480007169"",""beistnormie"""
"1886545117823062087,""Mon Feb 03 23:52:33 +0000 2025"",""1"",""@energybants Only idiots thought deepseek changed anything. NOTHING STOPS THIS TRAIN!!!"",""1886563455878009153"","""",""energybants"",""en"","""",""0"",""0"",""0"",""https://x.com/Burchoff/status/1886563455878009153"",""511225551"",""Burchoff"""
"1886559648158826518,""Mon Feb 03 23:52:00 +0000 2025"",""0"",""@sama lol! use deepSeek api to get better results at lowest costs! All other AIs are so over hyped!"",""1886563318317637683"","""",""sama"",""en"","""",""0"",""0"",""0"",""https://x.com/CriticsReviewsX/status/1886563318317637683"",""1727624522541711360"",""CriticsReviewsX"""
"1886563307253076346,""Mon Feb 03 23:51:57 +0000 2025"",""0"",""Well china already has all that info from the hack from deepseek al and Switzerland also has mine from the hospital hack back in the summer ."",""1886563307253076346"","""","""",""en"",""Tennessee, USA"",""0"",""0"",""0"",""https://x.com/Rita36193315/status/1886563307253076346"",""1519100434115403776"",""Rita36193315"""
"1886552541468746075,""Mon Feb 03 23:51:52 +0000 2025"",""1"",""@artbyjaimefaith @deepseek_ai I haven't been impressed. I've used gpt and copilot to help me debug code and deepseek didn't even come close. It was constantly down or too busy it's suggestions and fixes weren't even close to the others "",""1886563284251500846"","""",""artbyjaimefaith"",""en"",""Englewood, CO"",""0"",""0"",""0"",""https://x.com/Miller_19k/status/1886563284251500846"",""986726837660205056"",""Miller_19k"""
"1886563219306611141,""Mon Feb 03 23:51:36 +0000 2025"",""0"",""DeepSeek Front and Back Zip Hoodie (unisex) ± $34.99 https://t.co/aiQEoph7Q3 Stay warm and trendy with the unisex DeepSeek Zip Hoodie flaunting an AI-themed logo on both sides. Ideal for tech fans! #AIFashionTrend #TechStyle #InnovationWear https://t.co/FWlCI9AbL1"",""1886563219306611141"",""https://pbs.twimg.com/media/Gi5rJjlWMAAPTyE.jpg"","""",""en"",""Worldwide"",""0"",""0"",""0"",""https://x.com/wwwAIstore/status/1886563219306611141"",""1476278592124428289"",""wwwAIstore"""
"1886223635142033697,""Mon Feb 03 23:51:32 +0000 2025"",""76"",""@siwenyang66 Who are you? Can u do a deep write up on Deepseek and what they did with PXT and SM s (streaming multiprocessors) and where compute is going in the context of synthetic data? Can u also show us all the post where u knew about AI and specifically what it would do to NVDA and the"",""1886563201510457699"","""",""siwenyang66"",""en"",""Los Angeles, CA"",""0"",""10"",""1"",""https://x.com/Banana3Stocks/status/1886563201510457699"",""1098312581951807488"",""Banana3Stocks"""
"1886563119549256051,""Mon Feb 03 23:51:13 +0000 2025"",""23"",""ohh so that's what happened with llama 1."",""1886563119549256051"","""","""",""en"","""",""0"",""2"",""0"",""https://x.com/teortaxesTex/status/1886563119549256051"",""192201556"",""teortaxesTex"""
"1886254373371838486,""Mon Feb 03 23:51:05 +0000 2025"",""1"",""@BeijingDai Did they just copy Deepseek R-zero? Like WTF?"",""1886563087073075572"","""",""BeijingDai"",""en"","""",""0"",""0"",""0"",""https://x.com/rajseshadri/status/1886563087073075572"",""247149100"",""rajseshadri"""
"1886563052855697567,""Mon Feb 03 23:51:01 +0000 2025"",""0"",""10- @deepseek_ai released Janus-Pro-7B a new multimodal AI model that can generate images and perform visual question answering reportedly outperforming OpenAI's DALL-E 3 in benchmarks and available for free. https://t.co/7Mc1uFzeAZ"",""1886563069330911356"","""",""thione"",""en"",""Chicago, IL"",""0"",""1"",""0"",""https://x.com/thione/status/1886563069330911356"",""14328339"",""thione"""
"1886563052855697567,""Mon Feb 03 23:51:00 +0000 2025"",""1"",""9- @Microsoft publishes FP4 framework with 4‑bit quantization to lower LLM training costs and speed up computation. In contrast DeepSeek employs an FP8 mixed‑precision framework. Speed race is on. https://t.co/hkmkqXJyj4"",""1886563067804131589"","""",""thione"",""en"",""Chicago, IL"",""0"",""1"",""0"",""https://x.com/thione/status/1886563067804131589"",""14328339"",""thione"""
"1886563052855697567,""Mon Feb 03 23:50:59 +0000 2025"",""0"",""7- @Anthropic's @DarioAmodei argues DeepSeek's R1 model represents expected progress rather than a breakthrough asking for stronger U.S. chip export controls. https://t.co/2p4JgZODgJ"",""1886563064558051444"","""",""thione"",""en"",""Chicago, IL"",""0"",""1"",""0"",""https://x.com/thione/status/1886563064558051444"",""14328339"",""thione"""
"1886563052855697567,""Mon Feb 03 23:50:59 +0000 2025"",""0"",""6- @AlibabaGroup released Qwen2.5-Max a large-scale MoE model trained on 20T+ tokens outperforms DeepSeek V3 on several key benchmarks. https://t.co/m8kFJgct8u"",""1886563062800400690"","""",""thione"",""en"",""Chicago, IL"",""0"",""1"",""0"",""https://x.com/thione/status/1886563062800400690"",""14328339"",""thione"""
"1886563052855697567,""Mon Feb 03 23:50:58 +0000 2025"",""1"",""3- @deepseek_ai released an OSS model that passed US models while claiming to require significantly less compute causing @nvidia to lose nearly $600B in market value. Strong algorithmic improvements yet disputed claims on training expense and distillation."",""1886563058148839843"","""",""thione"",""en"",""Chicago, IL"",""0"",""1"",""0"",""https://x.com/thione/status/1886563058148839843"",""14328339"",""thione"""
"1886563035902587305,""Mon Feb 03 23:50:53 +0000 2025"",""2"","" I am an old man and have known a great many troubles including the Great DeepSeek Depression and Black Tariff Monday but most of them never happened. - Mark Twain https://t.co/lXhxyr7Dqa"",""1886563035902587305"",""https://pbs.twimg.com/media/Gi5rAGna4AA0hTK.jpg"","""",""en"",""Seattle"",""1"",""0"",""0"",""https://x.com/deepwhitman/status/1886563035902587305"",""966467376546856960"",""deepwhitman"""
"1886561173832650976,""Mon Feb 03 23:50:48 +0000 2025"",""185"",""And it makes 2025 even crazier than I could imagine 3 weekends ago - Trump launches a memecoin 2 weekends ago - Ai deepseek fears 1 weekend ago - Altcoins crash -40% in a day So much for weekends being boring Crypto is the best market in the world and it's far from over."",""1886563014872113452"","""",""traderview2"",""en"","""",""1"",""7"",""11"",""https://x.com/traderview2/status/1886563014872113452"",""2336033479"",""traderview2"""
"1884424865534685323,""Mon Feb 03 23:50:36 +0000 2025"",""0"",""@kathyhelps @deepseek_ai Locally means the models are running on your computer - no internet required. If you wanted to open that up to other devices you can run these in the cloud as well - many cloud service providers let you 'host' open source models (basically running vLLM)"",""1886562967103397895"","""",""kathyhelps"",""en"","""",""0"",""0"",""0"",""https://x.com/MagicAmish/status/1886562967103397895"",""1393406919847530500"",""MagicAmish"""
"1886562855601713269,""Mon Feb 03 23:50:10 +0000 2025"",""109"",""Goldman Conducts AI Sentiment Check After DeepSeek-Fueled Market Turmoil https://t.co/16QROHxSoe"",""1886562855601713269"","""","""",""en"","""",""5"",""15"",""12"",""https://x.com/zerohedge/status/1886562855601713269"",""18856867"",""zerohedge"""
"1886562816556945475,""Mon Feb 03 23:50:00 +0000 2025"",""0"",""DeepSeek has sparked debate over its risks and capabilities. CyberNews examines the concerns its potential impact and what it means for the future of #AI. Read more: https://t.co/pzoCkXGa86"",""1886562816556945475"","""","""",""en"",""🌎"",""1"",""0"",""0"",""https://x.com/jfrog/status/1886562816556945475"",""38003146"",""jfrog"""
"1886562809867063565,""Mon Feb 03 23:49:59 +0000 2025"",""2"","" Which crypto news source do you trust the most? #CryptoNews #cryptomarket #crypto #Cryptocurrency #market #Business #Finance #DeepSeek #Trump #USDT #Bitcoin #Ethereum #Solana #Shibainu #Binance #OKX #Phemex #Coinmarketcap #ElonMusk"",""1886562809867063565"","""","""",""en"",""United Atates"",""0"",""0"",""0"",""https://x.com/cruyptoworld/status/1886562809867063565"",""1870130229903044609"",""cruyptoworld"""
"1886562759929974889,""Mon Feb 03 23:49:47 +0000 2025"",""0"",""Evaluating Security Risk in DeepSeek and Other Frontier Reasoning Models https://t.co/8Pojn1vNGe @ciscosecureより"",""1886562759929974889"","""","""",""en"",""東京"",""0"",""0"",""0"",""https://x.com/bluemonday1975/status/1886562759929974889"",""126541019"",""bluemonday1975"""
"1886562713922318404,""Mon Feb 03 23:49:36 +0000 2025"",""0"",""DeepSeek: The countries and agencies that have banned the AI company s tech https://t.co/ki1Vdk1za6"",""1886562713922318404"","""","""",""en"",""Nigeria"",""0"",""0"",""0"",""https://x.com/DGod28521629/status/1886562713922318404"",""1252608905416450049"",""DGod28521629"""
"1886562680095313939,""Mon Feb 03 23:49:28 +0000 2025"",""1"",""A sophisticated AI algorithm which could help OpenAI when blindly copying DeepSeek: IF (Chinese characters) THEN: translate into English "",""1886562680095313939"","""","""",""en"",""Worlwide"",""0"",""0"",""1"",""https://x.com/GUT_AI_F/status/1886562680095313939"",""1777748427759108097"",""GUT_AI_F"""
"1886427917762150427,""Mon Feb 03 23:49:27 +0000 2025"",""1"",""@EU_Commission Collaborate with the Chinese Deepseek Alibaba Qwen and co make Open Source LLM and Open Source FSD as collaborative efforts this is not too complicated! Only free open source software will win out."",""1886562678077903214"","""",""EU_Commission"",""en"",""Geneva"",""0"",""1"",""1"",""https://x.com/Charbax/status/1886562678077903214"",""14594017"",""Charbax"""
"1886562666539319655,""Mon Feb 03 23:49:24 +0000 2025"",""0"",""With all due respect for content creators. After #DeepSeek you really have to change this schema. Don't hate the messenger! https://t.co/o0m7cvX3gX"",""1886562666539319655"","""","""",""en"",""Remote📡"",""0"",""0"",""0"",""https://x.com/thalygutierrez_/status/1886562666539319655"",""260368720"",""thalygutierrez_"""
"1886562568606511139,""Mon Feb 03 23:49:01 +0000 2025"",""1"",""Chinese startup @DeepSeek_AI drops a bombshell on the #AI world https://t.co/J10q0JTsW4 @andyThurai of @constellationr breaks down all the latest buzz around DeepSeek and clarifies what to know moving forward. https://t.co/4gy9ixWaLV"",""1886562568606511139"",""https://pbs.twimg.com/media/Gi5qqI4XMAA9Te5.jpg"","""",""en"",""San Diego"",""0"",""0"",""0"",""https://x.com/holgermu/status/1886562568606511139"",""224765197"",""holgermu"""
"1886502435755319669,""Mon Feb 03 23:48:58 +0000 2025"",""2"",""@Frederi65567491 Yes but Llama is DeepSeek is Mixtral is. And they all can bridge European languages . So not only does this OpenEuroLLM not even exist yet the promises they made NOW would not even impress if this was 2 years ago."",""1886562553985159450"","""",""Frederi65567491"",""en"",""Europa"",""0"",""0"",""0"",""https://x.com/samuel_kch/status/1886562553985159450"",""897852316258324481"",""samuel_kch"""
"1886444220983943578,""Mon Feb 03 23:48:45 +0000 2025"",""1"",""@Babygravy9 «Just as your ancestors dug those» like Nazi Germans? Ancestors of Americans? Is this what I think it is?"",""1886562501099139534"","""",""Babygravy9"",""en"","""",""0"",""1"",""0"",""https://x.com/teortaxesTex/status/1886562501099139534"",""192201556"",""teortaxesTex"""
